1.2,1.9,2.4,2.500000,0.000000,0.700000
11.8,1.9,0.2,0.000000,0.000000,-1.800000
0.2,1.9,1.4,3.100000,0.000000,-1.100000
0.2,1.9,5.4,-1.900000,0.000000,0.500000
1.4,1.9,1,-2.700000,0.000000,-1.100000
0.4,0.7,0.4,-3.500000,0.000000,-1.200000
0.6,0.7,1,-5.200000,0.000000,-1.200000
0.2,0.9,0.2,-4.800000,0.000000,-1.200000
1.2,0.9,0.4,-5.000000,0.000000,0.700000
1.8,0.9,0.4,-4.600000,0.000000,1.600000
0.4,1.5,1,-2.100000,0.000000,1.200000
3.6,1.9,0.2,-3.800000,0.000000,1.800000
1.4,0.9,0.4,-1.300000,0.000000,1.600000
1.2,0.9,0.2,1.200000,0.000000,1.600000
3.8,1.9,0.2,0.000000,0.000000,1.800000
0.4,1.1,0.2,1.700000,0.000000,2.100000
1.4,0.9,0.4,-1.300000,0.000000,2.000000
0.4,1.9,1.4,-2.100000,0.000000,4.800000
0.2,0.5,7.4,-5.500000,0.000000,1.800000
1.4,1.5,0.4,-4.800000,0.000000,2.000000
0.4,0.9,1,-4.300000,0.000000,2.600000
0.4,1.3,0.4,-5.200000,0.000000,4.200000
0.4,0.9,1,-5.300000,0.000000,5.000000
0.2,1.9,0.6,-4.100000,0.000000,4.200000
0.2,1.9,1.6,-4.100000,0.000000,2.600000
1.6,1.9,0.2,-4.800000,0.000000,4.500000
0.4,0.9,0.4,-4.000000,0.000000,1.900000
0.8,0.9,0.8,-3.000000,0.000000,2.900000
11.2,1.9,0.2,0.000000,0.000000,5.500000
0.4,0.9,0.2,-1.700000,0.000000,5.200000
0.8,0.9,0.2,1.500000,0.000000,5.300000
0.2,1.9,3.8,1.900000,0.000000,3.700000
0.2,1.9,7.4,5.500000,0.000000,1.900000
2.6,1.7,0.2,4.200000,0.000000,0.600000
0.4,1.5,1,3.200000,0.000000,1.100000
0.8,0.7,0.4,2.500000,0.000000,2.000000
0.4,0.9,0.8,2.000000,0.000000,5.100000
0.8,0.9,1,3.100000,0.000000,4.900000
0.4,0.9,1,5.200000,0.000000,4.900000
0.2,0.9,0.2,4.800000,0.000000,4.900000
0.4,1.5,3.4,5.300000,0.000000,2.500000
0.8,0.7,0.4,3.400000,0.000000,-1.000000
0.2,0.9,0.8,3.200000,0.000000,0.100000
0.2,0.9,0.2,5.200000,0.000000,-1.300000
0.2,0.7,0.8,5.300000,0.000000,0.000000
2.4,0.7,0.6,0.000000,0.000000,3.700000
1,0.9,2,0.000000,0.000000,3.700000
0.2,0.9,0.2,-1.600000,0.000000,-1.500000
